split_blocking_group_id,total_group_member_count,benchmark_eligible_member_count,benchmark_positive_herb_count,benchmark_context_only_member_count,benchmark_ineligible_member_count,positive_pair_count,positive_degree_min,positive_degree_max,positive_degree_mean,compound_context_member_count,no_compound_context_member_count,D01_count,D02_count,D03_count,D04_count,D05_count,D06_count,D07_count,D08_count,contains_H0847,group_protocol_status,future_assignment_unit
HBG_3ae8e4e6377e,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3b6489613bba,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3baa0b8af928,1,1,1,0,0,57,57,57,57.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3bb72e548ddf,1,1,1,0,0,46,46,46,46.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3bbcd1186275,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3c0f1ae19e37,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3c1da4339656,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3c74bb83f1cb,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3c8e24ce9ac8,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3d5b5a862617,1,1,1,0,0,27,27,27,27.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3d71c8e92138,5,5,5,0,0,1862,201,422,372.4,5,0,0,0,0,0,0,0,1,4,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3dcc26eed848,1,1,1,0,0,369,369,369,369.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3e150df43f89,1,1,1,0,0,223,223,223,223.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3e4039eccfd4,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3e55ef64a56b,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3e8450044b1e,2,2,2,0,0,40,20,20,20.0,2,0,0,0,0,2,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3e9e70f014b5,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3edba5160e58,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3f503109dfd4,1,1,1,0,0,83,83,83,83.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3f54413b1364,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3f9020bc6752,1,1,1,0,0,133,133,133,133.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3fc25e135cd5,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3fcde9ae9ee1,1,1,1,0,0,46,46,46,46.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_407d7a777fb2,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_40ac796ed032,5,5,5,0,0,1040,205,220,208.0,5,0,0,0,0,0,0,0,5,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_40c78bab6c15,1,1,1,0,0,101,101,101,101.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_40cded32b1f5,1,1,1,0,0,12,12,12,12.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_40e11207ddf1,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_41264269783d,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_415bc1cab7b0,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_419503b33a51,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_41b9212a005f,1,1,1,0,0,73,73,73,73.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_41c6de794179,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_41def223e543,1,1,1,0,0,66,66,66,66.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_41ff31516a48,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_420563d963a0,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_420c94e2b3f6,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_42ab0e175cbf,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_42b4a7965b1c,1,1,1,0,0,271,271,271,271.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_42d3d061919b,1,1,1,0,0,51,51,51,51.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_431a455112ad,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_43d4b185c587,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_43e14141a333,2,2,2,0,0,444,222,222,222.0,2,0,0,0,0,0,0,0,2,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4434169d63ef,1,1,1,0,0,327,327,327,327.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4463e70e3ec1,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_44b2df3fd52f,1,1,1,0,0,41,41,41,41.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_44c39709264b,2,2,2,0,0,38,17,21,19.0,2,0,0,0,1,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_451375b97916,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4543f7862ff3,1,1,1,0,0,69,69,69,69.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4548ac75d7b4,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_45aa563130fa,1,1,1,0,0,399,399,399,399.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_46932cc89bdd,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_46c024366d23,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_46d8e0a3476a,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_473893237809,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4767320870ea,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_48398c73717f,1,1,1,0,0,54,54,54,54.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_48d84bc56d8a,1,1,1,0,0,106,106,106,106.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_48ded1d3302f,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_48e2c9cf7a3d,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4908e4e80fd2,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4916c664edfc,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_49396bc4a23a,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4a976df4b8f6,1,1,1,0,0,248,248,248,248.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4aa7f6bd737f,1,1,1,0,0,269,269,269,269.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4ab696bcd772,1,1,1,0,0,318,318,318,318.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4b1c72edc5dc,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4b2044b419d9,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4b20af09e6b6,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4b6264affd6a,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4b6f9072e8e4,1,1,1,0,0,4,4,4,4.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4bc96374eedd,1,1,1,0,0,25,25,25,25.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4c56ff943698,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4c72d8df2496,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4c8207aae820,1,1,1,0,0,346,346,346,346.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4cfdd54d2c7a,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4db937417cb6,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4de06fdf6443,1,1,1,0,0,264,264,264,264.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4de16f4a9be2,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4e066a9410ca,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4e2b0b716c0f,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4ef581b59b1a,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4f183813675e,1,1,1,0,0,1,1,1,1.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4f237b4b2c0b,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4f8f7d4e5791,1,1,1,0,0,277,277,277,277.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_4fd233106f07,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_4feb6e715361,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_5007b7c5daae,3,3,3,0,0,623,207,209,207.666667,3,0,0,0,0,0,0,0,3,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_50622f91509c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_507e5adc452e,1,1,1,0,0,126,126,126,126.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_50f90142bd0c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_511bba71b2a4,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_511d59f0d56f,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_512f498377a2,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_5192e6ae665b,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_51a5cb53dae6,1,1,1,0,0,26,26,26,26.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_51b5be3d1f17,1,1,1,0,0,452,452,452,452.0,1,0,0,0,0,0,0,0,0,1,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_51d75d8d605c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_51e8da35a2f4,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_51e954dd7e8c,1,1,1,0,0,38,38,38,38.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_526f41306d38,1,1,1,0,0,6,6,6,6.0,1,0,0,1,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_52a5f922d0f2,1,1,1,0,0,33,33,33,33.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_52b214df152e,1,1,1,0,0,32,32,32,32.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_53425b025aa7,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_53b8439ef10c,1,1,1,0,0,27,27,27,27.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_554b067bfb6d,1,1,1,0,0,9,9,9,9.0,1,0,0,1,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_563f0b50dc29,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_56d2c3215c10,2,2,2,0,0,668,334,334,334.0,2,0,0,0,0,0,0,0,2,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5708180f62c7,1,1,1,0,0,36,36,36,36.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_57d4260a673b,1,1,1,0,0,6,6,6,6.0,1,0,0,1,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_580a9571d1e9,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_581aa9fd9acc,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_58bc45f877d8,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_592ce44ebce1,1,1,1,0,0,62,62,62,62.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5a13d2574219,1,1,1,0,0,219,219,219,219.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5a9ffce16ed0,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_5b1c1c9160b3,1,1,1,0,0,265,265,265,265.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5b3cecd90c07,2,2,2,0,0,882,441,441,441.0,2,0,0,0,0,0,0,0,0,2,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5b89d52435ce,2,2,2,0,0,660,330,330,330.0,2,0,0,0,0,0,0,0,2,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5bb7102ef2f5,1,1,1,0,0,260,260,260,260.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5bc9543182ec,2,2,2,0,0,338,169,169,169.0,2,0,0,0,0,0,0,2,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_5bd61c7dbd77,1,1,1,0,0,24,24,24,24.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
